player_name,team_name,current_season_minutes,season_year,season_age,season_team,season_division,season_div_level,season_minutes
Gabriel Dos Santos,Arsenal,1530,2016,18,Avaí,Série B,2,1862
Gabriel Dos Santos,Arsenal,1530,2016,18,Lille,Ligue 1,1,9
Gabriel Dos Santos,Arsenal,1530,2017,19,Troyes,Ligue 1,1,84
Gabriel Dos Santos,Arsenal,1530,2017,19,Dinamo Zagreb,1. HNL,1,90
Gabriel Dos Santos,Arsenal,1530,2018,20,Lille,Ligue 1,1,1066
Gabriel Dos Santos,Arsenal,1530,2019,21,Lille,Ligue 1,1,2087
Gabriel Dos Santos,Arsenal,1530,2020,22,Arsenal,Premier League,1,1996
Gabriel Dos Santos,Arsenal,1530,2021,23,Arsenal,Premier League,1,3063
Gabriel Dos Santos,Arsenal,1530,2022,24,Arsenal,Premier League,1,1530
Aaron Ramsdale,Arsenal,1530,2015,17,Sheffield Utd,League One,3,0
Aaron Ramsdale,Arsenal,1530,2016,18,Sheffield Utd,League One,3,0
Aaron Ramsdale,Arsenal,1530,2016,18,Bournemouth,Premier League,1,0
Aaron Ramsdale,Arsenal,1530,2017,19,Bournemouth,Premier League,1,0
Aaron Ramsdale,Arsenal,1530,2017,19,Chesterfield,League Two,4,1710
Aaron Ramsdale,Arsenal,1530,2018,20,AFC Wimbledon,League One,3,1800
Aaron Ramsdale,Arsenal,1530,2019,21,Bournemouth,Premier League,1,3330
Aaron Ramsdale,Arsenal,1530,2020,22,Sheffield Utd,Premier League,1,3420
Aaron Ramsdale,Arsenal,1530,2021,23,Sheffield Utd,Championship,2,180
Aaron Ramsdale,Arsenal,1530,2021,23,Arsenal,Premier League,1,3060
Aaron Ramsdale,Arsenal,1530,2022,24,Arsenal,Premier League,1,1530
William Saliba,Arsenal,1515,2018,17,Saint-Étienne,Ligue 1,1,1277
William Saliba,Arsenal,1515,2019,18,Saint-Étienne,Ligue 1,1,992
William Saliba,Arsenal,1515,2020,19,Nice,Ligue 1,1,1800
William Saliba,Arsenal,1515,2021,20,Marseille,Ligue 1,1,3240
William Saliba,Arsenal,1515,2022,21,Arsenal,Premier League,1,1515
Martinelli,Arsenal,1448,2019,18,Arsenal,Premier League,1,663
Martinelli,Arsenal,1448,2020,19,Arsenal,Premier League,1,589
Martinelli,Arsenal,1448,2021,20,Arsenal,Premier League,1,1860
Martinelli,Arsenal,1448,2022,21,Arsenal,Premier League,1,1448
Bukayo Saka,Arsenal,1441,2018,16,Arsenal,Premier League,1,8
Bukayo Saka,Arsenal,1441,2019,17,Arsenal,Premier League,1,1753
Bukayo Saka,Arsenal,1441,2020,18,Arsenal,Premier League,1,2553
Bukayo Saka,Arsenal,1441,2021,19,Arsenal,Premier League,1,2978
Bukayo Saka,Arsenal,1441,2022,20,Arsenal,Premier League,1,1441
Granit Xhaka,Arsenal,1436,2010,17,Basel,Swiss Super League,1,1136
Granit Xhaka,Arsenal,1436,2011,18,Basel,Swiss Super League,1,1595
Granit Xhaka,Arsenal,1436,2012,19,M'Gladbach,Bundesliga,1,1477
Granit Xhaka,Arsenal,1436,2013,20,M'Gladbach,Bundesliga,1,2023
Granit Xhaka,Arsenal,1436,2014,21,M'Gladbach,Bundesliga,1,2637
Granit Xhaka,Arsenal,1436,2015,22,M'Gladbach,Bundesliga,1,2364
Granit Xhaka,Arsenal,1436,2016,23,Arsenal,Premier League,1,2485
Granit Xhaka,Arsenal,1436,2017,24,Arsenal,Premier League,1,3260
Granit Xhaka,Arsenal,1436,2018,25,Arsenal,Premier League,1,2498
Granit Xhaka,Arsenal,1436,2019,26,Arsenal,Premier League,1,2586
Granit Xhaka,Arsenal,1436,2020,27,Arsenal,Premier League,1,2522
Granit Xhaka,Arsenal,1436,2021,28,Arsenal,Premier League,1,2327
Granit Xhaka,Arsenal,1436,2022,29,Arsenal,Premier League,1,1436
Ben White,Arsenal,1374,2016,18,Brighton,Championship,2,0
Ben White,Arsenal,1374,2017,19,Newport County,League Two,4,3748
Ben White,Arsenal,1374,2018,20,Brighton,Premier League,1,0
Ben White,Arsenal,1374,2018,20,P'borough Utd,League One,3,1263
Ben White,Arsenal,1374,2019,21,Leeds United,Championship,2,4140
Ben White,Arsenal,1374,2020,22,Brighton,Premier League,1,3191
Ben White,Arsenal,1374,2021,23,Arsenal,Premier League,1,2880
Ben White,Arsenal,1374,2022,24,Arsenal,Premier League,1,1374
Martin Ødegaard,Arsenal,1340,2014,15,Strømsgodset,Tippeligaen,1,1452
Martin Ødegaard,Arsenal,1340,2014,15,Real Madrid,La Liga,1,34
Martin Ødegaard,Arsenal,1340,2015,16,Real Madrid,La Liga,1,0
Martin Ødegaard,Arsenal,1340,2016,17,Heerenveen,Eredivisie,1,680
Martin Ødegaard,Arsenal,1340,2017,18,Heerenveen,Eredivisie,1,2073
Martin Ødegaard,Arsenal,1340,2018,19,Vitesse,Eredivisie,1,2611
Martin Ødegaard,Arsenal,1340,2019,20,Real Sociedad,La Liga,1,2527
Martin Ødegaard,Arsenal,1340,2020,21,Real Madrid,La Liga,1,234
Martin Ødegaard,Arsenal,1340,2020,21,Arsenal,Premier League,1,866
Martin Ødegaard,Arsenal,1340,2021,22,Arsenal,Premier League,1,2785
Martin Ødegaard,Arsenal,1340,2022,23,Arsenal,Premier League,1,1340
Gabriel Jesus,Arsenal,1219,2015,17,Palmeiras,Série A,1,1304
Gabriel Jesus,Arsenal,1219,2016,18,Palmeiras,Série A,1,2316
Gabriel Jesus,Arsenal,1219,2016,19,Manchester City,Premier League,1,650
Gabriel Jesus,Arsenal,1219,2017,20,Manchester City,Premier League,1,1668
Gabriel Jesus,Arsenal,1219,2018,21,Manchester City,Premier League,1,1036
Gabriel Jesus,Arsenal,1219,2019,22,Manchester City,Premier League,1,2030
Gabriel Jesus,Arsenal,1219,2020,23,Manchester City,Premier League,1,2063
Gabriel Jesus,Arsenal,1219,2021,24,Manchester City,Premier League,1,1877
Gabriel Jesus,Arsenal,1219,2022,25,Arsenal,Premier League,1,1219
Thomas Partey,Arsenal,1211,2013,20,Mallorca,Segunda División,2,2968
Thomas Partey,Arsenal,1211,2014,21,Almería,La Liga,1,2361
Thomas Partey,Arsenal,1211,2015,22,Atlético Madrid,La Liga,1,441
Thomas Partey,Arsenal,1211,2016,23,Atlético Madrid,La Liga,1,636
Thomas Partey,Arsenal,1211,2017,24,Atlético Madrid,La Liga,1,2377
Thomas Partey,Arsenal,1211,2018,25,Atlético Madrid,La Liga,1,2070
Thomas Partey,Arsenal,1211,2019,26,Atlético Madrid,La Liga,1,2549
Thomas Partey,Arsenal,1211,2020,27,Atlético Madrid,La Liga,1,200
Thomas Partey,Arsenal,1211,2020,27,Arsenal,Premier League,1,1534
Thomas Partey,Arsenal,1211,2021,28,Arsenal,Premier League,1,2028
Thomas Partey,Arsenal,1211,2022,29,Arsenal,Premier League,1,1211
Oleksandr Zinchenko,Arsenal,726,2014,17,Ufa,Premier League,1,237
Oleksandr Zinchenko,Arsenal,726,2015,18,Ufa,Premier League,1,1700
Oleksandr Zinchenko,Arsenal,726,2016,19,Jong PSV,Eerste Divisie,2,609
Oleksandr Zinchenko,Arsenal,726,2016,19,PSV Eindhoven,Eredivisie,1,499
Oleksandr Zinchenko,Arsenal,726,2017,20,Manchester City,Premier League,1,532
Oleksandr Zinchenko,Arsenal,726,2018,21,Manchester City,Premier League,1,1151
Oleksandr Zinchenko,Arsenal,726,2019,22,Manchester City,Premier League,1,1276
Oleksandr Zinchenko,Arsenal,726,2020,23,Manchester City,Premier League,1,1478
Oleksandr Zinchenko,Arsenal,726,2021,24,Manchester City,Premier League,1,1047
Oleksandr Zinchenko,Arsenal,726,2022,25,Arsenal,Premier League,1,726
Kieran Tierney,Arsenal,457,2014,17,Celtic,Premiership,1,78
Kieran Tierney,Arsenal,457,2015,18,Celtic,Premiership,1,1928
Kieran Tierney,Arsenal,457,2016,19,Celtic,Premiership,1,2160
Kieran Tierney,Arsenal,457,2017,20,Celtic,Premiership,1,2631
Kieran Tierney,Arsenal,457,2018,21,Celtic,Premiership,1,1742
Kieran Tierney,Arsenal,457,2019,22,Arsenal,Premier League,1,989
Kieran Tierney,Arsenal,457,2020,23,Arsenal,Premier League,1,2299
Kieran Tierney,Arsenal,457,2021,24,Arsenal,Premier League,1,1915
Kieran Tierney,Arsenal,457,2022,25,Arsenal,Premier League,1,457
Takehiro Tomiyasu,Arsenal,45,2016,17,Avispa Fukuoka,J1 League,1,790
Takehiro Tomiyasu,Arsenal,45,2017,18,Avispa Fukuoka,J2 League,2,3150
Takehiro Tomiyasu,Arsenal,45,2017,18,Sint-Truiden,First Division A,1,1
Takehiro Tomiyasu,Arsenal,45,2018,19,Sint-Truiden,First Division A,1,2430
Takehiro Tomiyasu,Arsenal,45,2019,20,Bologna,Serie A,1,2528
Takehiro Tomiyasu,Arsenal,45,2020,21,Bologna,Serie A,1,2715
Takehiro Tomiyasu,Arsenal,45,2021,22,Bologna,Serie A,1,10
Takehiro Tomiyasu,Arsenal,45,2021,22,Arsenal,Premier League,1,1679
Takehiro Tomiyasu,Arsenal,45,2022,23,Arsenal,Premier League,1,456
Eddie Nketiah,Arsenal,422,2017,18,Arsenal,Premier League,1,20
Eddie Nketiah,Arsenal,422,2018,19,Arsenal,Premier League,1,67
Eddie Nketiah,Arsenal,422,2019,20,Leeds United,Championship,2,509
Eddie Nketiah,Arsenal,422,2019,20,Arsenal,Premier League,1,633
Eddie Nketiah,Arsenal,422,2020,21,Arsenal,Premier League,1,423
Eddie Nketiah,Arsenal,422,2021,22,Arsenal,Premier League,1,835
Eddie Nketiah,Arsenal,422,2022,23,Arsenal,Premier League,1,422
Albert Sambi Lokonga,Arsenal,198,2017,17,Anderlecht,First Division A,1,350
Albert Sambi Lokonga,Arsenal,198,2018,18,Anderlecht,First Division A,1,445
Albert Sambi Lokonga,Arsenal,198,2019,19,Anderlecht,First Division A,1,1994
Albert Sambi Lokonga,Arsenal,198,2020,20,Anderlecht,First Division A,1,2383
Albert Sambi Lokonga,Arsenal,198,2021,21,Arsenal,Premier League,1,1134
Albert Sambi Lokonga,Arsenal,198,2022,22,Arsenal,Premier League,1,198
Fabio Vieira,Arsenal,249,2019,19,Porto,Primeira Liga,1,230
Fabio Vieira,Arsenal,249,2020,20,Porto,Primeira Liga,1,404
Fabio Vieira,Arsenal,249,2021,21,Porto,Primeira Liga,1,1329
Fabio Vieira,Arsenal,249,2022,22,Arsenal,Premier League,1,249
Mohamed Elneny,Arsenal,113,2012,20,Basel,Swiss Super League,1,740
Mohamed Elneny,Arsenal,113,2013,21,Basel,Swiss Super League,1,2200
Mohamed Elneny,Arsenal,113,2014,22,Basel,Swiss Super League,1,1780
Mohamed Elneny,Arsenal,113,2015,23,Basel,Swiss Super League,1,1029
Mohamed Elneny,Arsenal,113,2015,23,Arsenal,Premier League,1,792
Mohamed Elneny,Arsenal,113,2016,24,Arsenal,Premier League,1,694
Mohamed Elneny,Arsenal,113,2017,25,Arsenal,Premier League,1,867
Mohamed Elneny,Arsenal,113,2018,26,Arsenal,Premier League,1,380
Mohamed Elneny,Arsenal,113,2019,27,Beşiktaş,Süper Lig,1,2384
Mohamed Elneny,Arsenal,113,2020,28,Arsenal,Premier League,1,1544
Mohamed Elneny,Arsenal,113,2021,29,Arsenal,Premier League,1,806
Mohamed Elneny,Arsenal,113,2022,30,Arsenal,Premier League,1,113
Reiss Nelson,Arsenal,65,2017,17,Arsenal,Premier League,1,145
Reiss Nelson,Arsenal,65,2018,18,Hoffenheim,Bundesliga,1,643
Reiss Nelson,Arsenal,65,2019,19,Arsenal,Premier League,1,631
Reiss Nelson,Arsenal,65,2020,20,Arsenal,Premier League,1,71
Reiss Nelson,Arsenal,65,2021,21,Feyenoord,Eredivisie,1,910
Reiss Nelson,Arsenal,65,2021,21,Arsenal,Premier League,1,20
Reiss Nelson,Arsenal,65,2022,22,Arsenal,Premier League,1,65
Emile Smith Rowe,Arsenal,51,2018,18,RB Leipzig,Bundesliga,1,29
Emile Smith Rowe,Arsenal,51,2018,18,Arsenal,Premier League,1,0
Emile Smith Rowe,Arsenal,51,2019,19,Huddersfield,Championship,2,1176
Emile Smith Rowe,Arsenal,51,2019,19,Arsenal,Premier League,1,97
Emile Smith Rowe,Arsenal,51,2020,20,Arsenal,Premier League,1,1440
Emile Smith Rowe,Arsenal,51,2021,21,Arsenal,Premier League,1,1921
Emile Smith Rowe,Arsenal,51,2022,22,Arsenal,Premier League,1,51
Cédric Soares,Arsenal,29,2010,18,Sporting CP,Primeira Liga,1,170
Cédric Soares,Arsenal,29,2011,19,Académica,Primeira Liga,1,2160
Cédric Soares,Arsenal,29,2012,20,Sporting CP,Primeira Liga,1,1157
Cédric Soares,Arsenal,29,2013,21,Sporting CP,Primeira Liga,1,2520
Cédric Soares,Arsenal,29,2014,22,Sporting CP,Primeira Liga,1,2041
Cédric Soares,Arsenal,29,2015,23,Southampton,Premier League,1,1965
Cédric Soares,Arsenal,29,2016,24,Southampton,Premier League,1,2515
Cédric Soares,Arsenal,29,2017,25,Southampton,Premier League,1,2794
Cédric Soares,Arsenal,29,2018,26,Inter,Serie A,1,259
Cédric Soares,Arsenal,29,2018,26,Southampton,Premier League,1,1495
Cédric Soares,Arsenal,29,2019,27,Southampton,Premier League,1,1306
Cédric Soares,Arsenal,29,2019,27,Arsenal,Premier League,1,249
Cédric Soares,Arsenal,29,2020,28,Arsenal,Premier League,1,746
Cédric Soares,Arsenal,29,2021,29,Arsenal,Premier League,1,1486
Cédric Soares,Arsenal,29,2022,30,Arsenal,Premier League,1,29
Rob Holding,Arsenal,18,2014,18,Bury,League Two,4,12
Rob Holding,Arsenal,18,2015,19,Bolton,Championship,2,2236
Rob Holding,Arsenal,18,2016,20,Arsenal,Premier League,1,810
Rob Holding,Arsenal,18,2017,21,Arsenal,Premier League,1,822
Rob Holding,Arsenal,18,2018,22,Arsenal,Premier League,1,807
Rob Holding,Arsenal,18,2019,23,Arsenal,Premier League,1,581
Rob Holding,Arsenal,18,2020,24,Arsenal,Premier League,1,2558
Rob Holding,Arsenal,18,2021,25,Arsenal,Premier League,1,845
Rob Holding,Arsenal,18,2022,26,Arsenal,Premier League,1,18
Marquinhos,Arsenal,391,2021,17,São Paulo,Série A,1,693
Marquinhos,Arsenal,391,2022,18,São Paulo,Série A,1,29
Marquinhos,Arsenal,391,2022,19,Arsenal,Premier League,1,1
Ethan Nwaneri,Arsenal,58,2022,15,Arsenal,Premier League,1,1
Amario Duberry,Arsenal,805,2022,17,Arsenal,Premier League,1,0
Karl Jakob Hein,Arsenal,180,2021,19,Reading,Championship,2,450
Karl Jakob Hein,Arsenal,180,2021,19,Arsenal,Premier League,1,0
Karl Jakob Hein,Arsenal,180,2022,20,Arsenal,Premier League,1,0
Nathan Oyedeji,Arsenal,670,2022,19,Arsenal,Premier League,1,0
Nicolas Pépé,Arsenal,1069,2014,19,Angers,Ligue 2,2,184
Nicolas Pépé,Arsenal,1069,2016,21,Angers,Ligue 1,1,1321
Nicolas Pépé,Arsenal,1069,2017,22,Lille,Ligue 1,1,2841
Nicolas Pépé,Arsenal,1069,2018,23,Lille,Ligue 1,1,3324
Nicolas Pépé,Arsenal,1069,2019,24,Arsenal,Premier League,1,2010
Nicolas Pépé,Arsenal,1069,2020,25,Arsenal,Premier League,1,1616
Nicolas Pépé,Arsenal,1069,2021,26,Arsenal,Premier League,1,696
Nicolas Pépé,Arsenal,1069,2022,27,Arsenal,Premier League,1,0
Nicolas Pépé,Arsenal,1069,2022,27,Nice,Ligue 1,1,1069
Matthew Smith,Arsenal,897,2019,18,Arsenal,Premier League,1,0
Matthew Smith,Arsenal,897,2020,19,Swindon Town,League One,3,2019
Matthew Smith,Arsenal,897,2020,19,Charlton Ath,League One,3,309
Matthew Smith,Arsenal,897,2021,20,Doncaster,League One,3,3496
Matthew Smith,Arsenal,897,2022,21,Arsenal,Premier League,1,0
Lino Sousa,Arsenal,802,2022,17,Arsenal,Premier League,1,0
Matt Turner,Arsenal,0,2016,21,New England,MLS,1,0
Matt Turner,Arsenal,0,2016,21,Richmond,USL,3,630
Matt Turner,Arsenal,0,2017,22,Richmond,USL,2,1800
Matt Turner,Arsenal,0,2017,22,New England,MLS,1,0
Matt Turner,Arsenal,0,2018,23,New England,MLS,1,2430
Matt Turner,Arsenal,0,2019,24,New England,MLS,1,1765
Matt Turner,Arsenal,0,2020,25,New England,MLS,1,1980
Matt Turner,Arsenal,0,2021,26,New England,MLS,1,2520
Matt Turner,Arsenal,0,2022,27,New England,MLS,1,450
Matt Turner,Arsenal,0,2022,28,Arsenal,Premier League,1,0
Ezri Konsa,Aston Villa,1522,2015,17,Charlton Ath,Championship,2,0
Ezri Konsa,Aston Villa,1522,2016,18,Charlton Ath,League One,3,2542
Ezri Konsa,Aston Villa,1522,2017,19,Charlton Ath,League One,3,2963
Ezri Konsa,Aston Villa,1522,2018,20,Brentford,Championship,2,3750
Ezri Konsa,Aston Villa,1522,2019,21,Aston Villa,Premier League,1,2039
Ezri Konsa,Aston Villa,1522,2020,22,Aston Villa,Premier League,1,3196
Ezri Konsa,Aston Villa,1522,2021,23,Aston Villa,Premier League,1,2477
Ezri Konsa,Aston Villa,1522,2022,24,Aston Villa,Premier League,1,1522
Tyrone Mings,Aston Villa,1440,2012,19,Ipswich Town,Championship,2,90
Tyrone Mings,Aston Villa,1440,2013,20,Ipswich Town,Championship,2,449
Tyrone Mings,Aston Villa,1440,2014,21,Ipswich Town,Championship,2,3476
Tyrone Mings,Aston Villa,1440,2015,22,Bournemouth,Premier League,1,11
Tyrone Mings,Aston Villa,1440,2016,23,Bournemouth,Premier League,1,506
Tyrone Mings,Aston Villa,1440,2017,24,Bournemouth,Premier League,1,201
Tyrone Mings,Aston Villa,1440,2018,25,Bournemouth,Premier League,1,143
Tyrone Mings,Aston Villa,1440,2018,25,Aston Villa,Championship,2,1293
Tyrone Mings,Aston Villa,1440,2019,26,Aston Villa,Premier League,1,2902
Tyrone Mings,Aston Villa,1440,2020,27,Aston Villa,Premier League,1,3194
Tyrone Mings,Aston Villa,1440,2021,28,Aston Villa,Premier League,1,3189
Tyrone Mings,Aston Villa,1440,2022,29,Aston Villa,Premier League,1,1440
Ollie Watkins,Aston Villa,1417,2014,18,Exeter City,League Two,4,21
Ollie Watkins,Aston Villa,1417,2015,19,Exeter City,League Two,4,1397
Ollie Watkins,Aston Villa,1417,2016,20,Exeter City,League Two,4,3733
Ollie Watkins,Aston Villa,1417,2017,21,Brentford,Championship,2,3528
Ollie Watkins,Aston Villa,1417,2018,22,Brentford,Championship,2,3115
Ollie Watkins,Aston Villa,1417,2019,23,Brentford,Championship,2,4128
Ollie Watkins,Aston Villa,1417,2020,24,Aston Villa,Premier League,1,3328
Ollie Watkins,Aston Villa,1417,2021,25,Aston Villa,Premier League,1,2952
Ollie Watkins,Aston Villa,1417,2022,26,Aston Villa,Premier League,1,1417
Emiliano Martínez,Aston Villa,1384,2011,18,Oxford United,League Two,4,90
Emiliano Martínez,Aston Villa,1384,2013,20,Sheffield Weds,Championship,2,990
Emiliano Martínez,Aston Villa,1384,2014,21,Arsenal,Premier League,1,302
Emiliano Martínez,Aston Villa,1384,2014,21,Rotherham Utd,Championship,2,720
Emiliano Martínez,Aston Villa,1384,2015,22,Wolves,Championship,2,1136
Emiliano Martínez,Aston Villa,1384,2016,23,Arsenal,Premier League,1,180
Emiliano Martínez,Aston Villa,1384,2016,23,Getafe,Segunda División,2,610
Emiliano Martínez,Aston Villa,1384,2017,24,Getafe,La Liga,1,450
Emiliano Martínez,Aston Villa,1384,2018,25,Reading,Championship,2,1620
Emiliano Martínez,Aston Villa,1384,2018,25,Arsenal,Premier League,1,0
Emiliano Martínez,Aston Villa,1384,2019,26,Arsenal,Premier League,1,771
Emiliano Martínez,Aston Villa,1384,2020,27,Aston Villa,Premier League,1,3420
Emiliano Martínez,Aston Villa,1384,2021,28,Aston Villa,Premier League,1,3240
Emiliano Martínez,Aston Villa,1384,2022,29,Aston Villa,Premier League,1,1384
John McGinn,Aston Villa,1223,2012,17,St Mirren,Premier League,1,1389
John McGinn,Aston Villa,1223,2013,18,St Mirren,Premiership,1,2655
John McGinn,Aston Villa,1223,2014,19,St Mirren,Premiership,1,2647
John McGinn,Aston Villa,1223,2015,20,Hibernian,Championship,2,2961
John McGinn,Aston Villa,1223,2016,21,Hibernian,Championship,2,2408
John McGinn,Aston Villa,1223,2017,22,Hibernian,Premiership,1,3136
John McGinn,Aston Villa,1223,2018,23,Hibernian,Premiership,1,79
John McGinn,Aston Villa,1223,2018,23,Aston Villa,Championship,2,3459
John McGinn,Aston Villa,1223,2019,24,Aston Villa,Premier League,1,2312
John McGinn,Aston Villa,1223,2020,25,Aston Villa,Premier League,1,3330
John McGinn,Aston Villa,1223,2021,26,Aston Villa,Premier League,1,3090
John McGinn,Aston Villa,1223,2022,27,Aston Villa,Premier League,1,1223
Leon Bailey,Aston Villa,1066,2015,17,Genk,Pro League,1,2503
Leon Bailey,Aston Villa,1066,2016,18,Genk,First Division A,1,1390
Leon Bailey,Aston Villa,1066,2016,18,Leverkusen,Bundesliga,1,140
Leon Bailey,Aston Villa,1066,2017,19,Leverkusen,Bundesliga,1,2215
Leon Bailey,Aston Villa,1066,2018,20,Leverkusen,Bundesliga,1,1914
Leon Bailey,Aston Villa,1066,2019,21,Leverkusen,Bundesliga,1,1090
Leon Bailey,Aston Villa,1066,2020,22,Leverkusen,Bundesliga,1,2141
Leon Bailey,Aston Villa,1066,2021,23,Aston Villa,Premier League,1,761
Leon Bailey,Aston Villa,1066,2022,24,Aston Villa,Premier League,1,1066
Douglas Luiz,Aston Villa,1167,2016,17,Vasco da Gama,Série B,2,1200
Douglas Luiz,Aston Villa,1167,2017,18,Vasco da Gama,Série A,1,990
Douglas Luiz,Aston Villa,1167,2017,19,Girona,La Liga,1,309
Douglas Luiz,Aston Villa,1167,2018,20,Girona,La Liga,1,1490
Douglas Luiz,Aston Villa,1167,2019,21,Aston Villa,Premier League,1,2612
Douglas Luiz,Aston Villa,1167,2020,22,Aston Villa,Premier League,1,2781
Douglas Luiz,Aston Villa,1167,2021,23,Aston Villa,Premier League,1,2715
Douglas Luiz,Aston Villa,1167,2022,24,Aston Villa,Premier League,1,1167
Matty Cash,Aston Villa,1143,2015,17,Dag & Red,League Two,4,1010
Matty Cash,Aston Villa,1143,2016,18,Nott'ham Forest,Championship,2,1677
Matty Cash,Aston Villa,1143,2017,19,Nott'ham Forest,Championship,2,1462
Matty Cash,Aston Villa,1143,2018,20,Nott'ham Forest,Championship,2,2428
Matty Cash,Aston Villa,1143,2019,21,Nott'ham Forest,Championship,2,3615
Matty Cash,Aston Villa,1143,2020,22,Aston Villa,Premier League,1,2372
Matty Cash,Aston Villa,1143,2021,23,Aston Villa,Premier League,1,3377
Matty Cash,Aston Villa,1143,2022,24,Aston Villa,Premier League,1,1143
Lucas Digne,Aston Villa,1057,2011,18,Lille,Ligue 1,1,1203
Lucas Digne,Aston Villa,1057,2012,19,Lille,Ligue 1,1,2805
Lucas Digne,Aston Villa,1057,2013,20,Paris S-G,Ligue 1,1,1335
Lucas Digne,Aston Villa,1057,2014,21,Paris S-G,Ligue 1,1,1271
Lucas Digne,Aston Villa,1057,2015,22,Roma,Serie A,1,2857
Lucas Digne,Aston Villa,1057,2016,23,Barcelona,La Liga,1,1171
Lucas Digne,Aston Villa,1057,2017,24,Barcelona,La Liga,1,704
Lucas Digne,Aston Villa,1057,2018,25,Everton,Premier League,1,2965
Lucas Digne,Aston Villa,1057,2019,26,Everton,Premier League,1,3030
Lucas Digne,Aston Villa,1057,2020,27,Everton,Premier League,1,2681
Lucas Digne,Aston Villa,1057,2021,28,Everton,Premier League,1,1170
Lucas Digne,Aston Villa,1057,2021,28,Aston Villa,Premier League,1,1269
Lucas Digne,Aston Villa,1057,2022,29,Aston Villa,Premier League,1,1057
Jacob Ramsey,Aston Villa,1021,2018,17,Aston Villa,Championship,2,30
Jacob Ramsey,Aston Villa,1021,2019,18,Doncaster,League One,3,531
Jacob Ramsey,Aston Villa,1021,2020,19,Aston Villa,Premier League,1,626
Jacob Ramsey,Aston Villa,1021,2021,20,Aston Villa,Premier League,1,2467
Jacob Ramsey,Aston Villa,1021,2022,21,Aston Villa,Premier League,1,1021
Boubacar Kamara,Aston Villa,934,2016,16,Marseille,Ligue 1,1,0
Boubacar Kamara,Aston Villa,934,2017,17,Marseille,Ligue 1,1,455
Boubacar Kamara,Aston Villa,934,2018,18,Marseille,Ligue 1,1,2411
Boubacar Kamara,Aston Villa,934,2019,19,Marseille,Ligue 1,1,2139
Boubacar Kamara,Aston Villa,934,2020,20,Marseille,Ligue 1,1,2894
Boubacar Kamara,Aston Villa,934,2021,21,Marseille,Ligue 1,1,2778
Boubacar Kamara,Aston Villa,934,2022,22,Aston Villa,Premier League,1,934
Emi Buendía,Aston Villa,982,2014,17,Getafe,La Liga,1,135
Emi Buendía,Aston Villa,982,2015,18,Getafe,La Liga,1,745
Emi Buendía,Aston Villa,982,2016,19,Getafe,Segunda División,2,0
Emi Buendía,Aston Villa,982,2017,20,Leonesa,Segunda División,2,3155
Emi Buendía,Aston Villa,982,2018,21,Norwich City,Championship,2,2841
Emi Buendía,Aston Villa,982,2019,22,Norwich City,Premier League,1,2464
Emi Buendía,Aston Villa,982,2020,23,Norwich City,Championship,2,3316
Emi Buendía,Aston Villa,982,2021,24,Aston Villa,Premier League,1,1899
Emi Buendía,Aston Villa,982,2022,25,Aston Villa,Premier League,1,982
Ashley Young,Aston Villa,954,2003,18,Watford,First Division,2,154
Ashley Young,Aston Villa,954,2004,19,Watford,Championship,2,1667
Ashley Young,Aston Villa,954,2005,20,Watford,Championship,2,3359
Ashley Young,Aston Villa,954,2006,21,Watford,Premier League,1,1800
Ashley Young,Aston Villa,954,2006,21,Aston Villa,Premier League,1,979
Ashley Young,Aston Villa,954,2007,22,Aston Villa,Premier League,1,3286
Ashley Young,Aston Villa,954,2008,23,Aston Villa,Premier League,1,3190
Ashley Young,Aston Villa,954,2009,24,Aston Villa,Premier League,1,3300
Ashley Young,Aston Villa,954,2010,25,Aston Villa,Premier League,1,3050
Ashley Young,Aston Villa,954,2011,26,Manchester Utd,Premier League,1,1565
Ashley Young,Aston Villa,954,2012,27,Manchester Utd,Premier League,1,1368
Ashley Young,Aston Villa,954,2013,28,Manchester Utd,Premier League,1,1029
Ashley Young,Aston Villa,954,2014,29,Manchester Utd,Premier League,1,2065
Ashley Young,Aston Villa,954,2015,30,Manchester Utd,Premier League,1,1065
Ashley Young,Aston Villa,954,2016,31,Manchester Utd,Premier League,1,758
Ashley Young,Aston Villa,954,2017,32,Manchester Utd,Premier League,1,2442
Ashley Young,Aston Villa,954,2018,33,Manchester Utd,Premier League,1,2569
Ashley Young,Aston Villa,954,2019,34,Manchester Utd,Premier League,1,955
Ashley Young,Aston Villa,954,2019,34,Inter,Serie A,1,1185
Ashley Young,Aston Villa,954,2020,35,Inter,Serie A,1,1425
Ashley Young,Aston Villa,954,2021,36,Aston Villa,Premier League,1,1250
Ashley Young,Aston Villa,954,2022,37,Aston Villa,Premier League,1,954
Danny Ings,Aston Villa,765,2010,18,Bournemouth,League One,3,1774
Danny Ings,Aston Villa,765,2011,19,Bournemouth,League One,3,86
Danny Ings,Aston Villa,765,2011,19,Burnley,Championship,2,934
Danny Ings,Aston Villa,765,2012,20,Burnley,Championship,2,1637
Danny Ings,Aston Villa,765,2013,21,Burnley,Championship,2,3527
Danny Ings,Aston Villa,765,2014,22,Burnley,Premier League,1,3024
Danny Ings,Aston Villa,765,2015,23,Liverpool,Premier League,1,340
Danny Ings,Aston Villa,765,2017,25,Liverpool,Premier League,1,267
