player_name,team_name,current_season_minutes,season_year,season_age,season_team,season_division,season_div_level,season_minutes
Nacho Monreal,Arsenal,2082,2008,22,Osasuna,La Liga,1,2318
Nacho Monreal,Arsenal,2082,2009,23,Osasuna,La Liga,1,2747
Nacho Monreal,Arsenal,2082,2010,24,Osasuna,La Liga,1,2754
Nacho Monreal,Arsenal,2082,2011,25,Málaga,La Liga,1,2567
Nacho Monreal,Arsenal,2082,2012,26,Málaga,La Liga,1,1186
Nacho Monreal,Arsenal,2082,2012,26,Arsenal,Premier League,1,791
Nacho Monreal,Arsenal,2082,2013,27,Arsenal,Premier League,1,1185
Nacho Monreal,Arsenal,2082,2014,28,Arsenal,Premier League,1,2311
Nacho Monreal,Arsenal,2082,2015,29,Arsenal,Premier League,1,3249
Nacho Monreal,Arsenal,2082,2016,30,Arsenal,Premier League,1,3153
Nacho Monreal,Arsenal,2082,2017,31,Arsenal,Premier League,1,2243
Nacho Monreal,Arsenal,2082,2018,32,Arsenal,Premier League,1,1861
Nacho Monreal,Arsenal,2082,2019,33,Arsenal,Premier League,1,270
Nacho Monreal,Arsenal,2082,2019,33,Real Sociedad,La Liga,1,2390
Nacho Monreal,Arsenal,2082,2020,34,Real Sociedad,La Liga,1,2082
Alexandre Lacazette,Arsenal,1473,2009,18,Lyon,Ligue 1,1,13
Alexandre Lacazette,Arsenal,1473,2010,19,Lyon,Ligue 1,1,153
Alexandre Lacazette,Arsenal,1473,2011,20,Lyon,Ligue 1,1,1401
Alexandre Lacazette,Arsenal,1473,2012,21,Lyon,Ligue 1,1,2278
Alexandre Lacazette,Arsenal,1473,2013,22,Lyon,Ligue 1,1,2897
Alexandre Lacazette,Arsenal,1473,2014,23,Lyon,Ligue 1,1,2842
Alexandre Lacazette,Arsenal,1473,2015,24,Lyon,Ligue 1,1,2957
Alexandre Lacazette,Arsenal,1473,2016,25,Lyon,Ligue 1,1,2405
Alexandre Lacazette,Arsenal,1473,2017,26,Arsenal,Premier League,1,2202
Alexandre Lacazette,Arsenal,1473,2018,27,Arsenal,Premier League,1,2502
Alexandre Lacazette,Arsenal,1473,2019,28,Arsenal,Premier League,1,1874
Alexandre Lacazette,Arsenal,1473,2020,29,Arsenal,Premier League,1,1923
Alexandre Lacazette,Arsenal,1473,2021,30,Arsenal,Premier League,1,1782
Alexandre Lacazette,Arsenal,1473,2022,31,Lyon,Ligue 1,1,1473
Shkodran Mustafi,Arsenal,29,2011,19,Sampdoria,Serie B,2,90
Shkodran Mustafi,Arsenal,29,2012,20,Sampdoria,Serie A,1,1099
Shkodran Mustafi,Arsenal,29,2013,21,Sampdoria,Serie A,1,2834
Shkodran Mustafi,Arsenal,29,2014,22,Valencia,La Liga,1,2910
Shkodran Mustafi,Arsenal,29,2015,23,Valencia,La Liga,1,2681
Shkodran Mustafi,Arsenal,29,2016,24,Valencia,La Liga,1,45
Shkodran Mustafi,Arsenal,29,2016,24,Arsenal,Premier League,1,2274
Shkodran Mustafi,Arsenal,29,2017,25,Arsenal,Premier League,1,2273
Shkodran Mustafi,Arsenal,29,2018,26,Arsenal,Premier League,1,2611
Shkodran Mustafi,Arsenal,29,2019,27,Arsenal,Premier League,1,1207
Shkodran Mustafi,Arsenal,29,2020,28,Arsenal,Premier League,1,47
Shkodran Mustafi,Arsenal,29,2020,28,Schalke 04,Bundesliga,1,1037
Shkodran Mustafi,Arsenal,29,2021,29,Levante,La Liga,1,658
Shkodran Mustafi,Arsenal,29,2022,30,Levante,Segunda División,2,29
Laurent Koscielny,Arsenal,933,2009,23,Lorient,Ligue 1,1,3116
Laurent Koscielny,Arsenal,933,2010,24,Arsenal,Premier League,1,2617
Laurent Koscielny,Arsenal,933,2011,25,Arsenal,Premier League,1,2871
Laurent Koscielny,Arsenal,933,2012,26,Arsenal,Premier League,1,1676
Laurent Koscielny,Arsenal,933,2013,27,Arsenal,Premier League,1,2739
Laurent Koscielny,Arsenal,933,2014,28,Arsenal,Premier League,1,2287
Laurent Koscielny,Arsenal,933,2015,29,Arsenal,Premier League,1,2845
Laurent Koscielny,Arsenal,933,2016,30,Arsenal,Premier League,1,2822
Laurent Koscielny,Arsenal,933,2017,31,Arsenal,Premier League,1,2225
Laurent Koscielny,Arsenal,933,2018,32,Arsenal,Premier League,1,1331
Laurent Koscielny,Arsenal,933,2019,33,Bordeaux,Ligue 1,1,2183
Laurent Koscielny,Arsenal,933,2020,34,Bordeaux,Ligue 1,1,2218
Laurent Koscielny,Arsenal,933,2021,35,Bordeaux,Ligue 1,1,933
Sead Kolašinac,Arsenal,643,2012,19,Schalke 04,Bundesliga,1,1105
Sead Kolašinac,Arsenal,643,2013,20,Schalke 04,Bundesliga,1,1851
Sead Kolašinac,Arsenal,643,2014,21,Schalke 04,Bundesliga,1,451
Sead Kolašinac,Arsenal,643,2015,22,Schalke 04,Bundesliga,1,1574
Sead Kolašinac,Arsenal,643,2016,23,Schalke 04,Bundesliga,1,2065
Sead Kolašinac,Arsenal,643,2017,24,Arsenal,Premier League,1,2147
Sead Kolašinac,Arsenal,643,2018,25,Arsenal,Premier League,1,1887
Sead Kolašinac,Arsenal,643,2019,26,Arsenal,Premier League,1,1701
Sead Kolašinac,Arsenal,643,2020,27,Schalke 04,Bundesliga,1,1426
Sead Kolašinac,Arsenal,643,2020,27,Arsenal,Premier League,1,90
Sead Kolašinac,Arsenal,643,2021,28,Arsenal,Premier League,1,91
Sead Kolašinac,Arsenal,643,2021,28,Marseille,Ligue 1,1,440
Sead Kolašinac,Arsenal,643,2022,29,Marseille,Ligue 1,1,643
Mesut Özil,Arsenal,11,2006,17,Schalke 04,Bundesliga,1,884
Mesut Özil,Arsenal,11,2007,18,Schalke 04,Bundesliga,1,560
Mesut Özil,Arsenal,11,2007,18,Werder Bremen,Bundesliga,1,620
Mesut Özil,Arsenal,11,2008,19,Werder Bremen,Bundesliga,1,2010
Mesut Özil,Arsenal,11,2009,20,Werder Bremen,Bundesliga,1,2596
Mesut Özil,Arsenal,11,2010,21,Real Madrid,La Liga,1,2523
Mesut Özil,Arsenal,11,2011,22,Real Madrid,La Liga,1,2553
Mesut Özil,Arsenal,11,2012,23,Real Madrid,La Liga,1,2035
Mesut Özil,Arsenal,11,2013,24,Real Madrid,La Liga,1,132
Mesut Özil,Arsenal,11,2013,24,Arsenal,Premier League,1,2140
Mesut Özil,Arsenal,11,2014,25,Arsenal,Premier League,1,1856
Mesut Özil,Arsenal,11,2015,26,Arsenal,Premier League,1,3035
Mesut Özil,Arsenal,11,2016,27,Arsenal,Premier League,1,2841
Mesut Özil,Arsenal,11,2017,28,Arsenal,Premier League,1,2163
Mesut Özil,Arsenal,11,2018,29,Arsenal,Premier League,1,1735
Mesut Özil,Arsenal,11,2019,30,Arsenal,Premier League,1,1438
Mesut Özil,Arsenal,11,2020,31,Fenerbahçe,Süper Lig,1,645
Mesut Özil,Arsenal,11,2021,32,Fenerbahçe,Süper Lig,1,1243
Mesut Özil,Arsenal,11,2022,33,Başakşehir,Süper Lig,1,11
Alex Iwobi,Arsenal,1602,2015,19,Arsenal,Premier League,1,628
Alex Iwobi,Arsenal,1602,2016,20,Arsenal,Premier League,1,1456
Alex Iwobi,Arsenal,1602,2017,21,Arsenal,Premier League,1,1830
Alex Iwobi,Arsenal,1602,2018,22,Arsenal,Premier League,1,1970
Alex Iwobi,Arsenal,1602,2019,23,Everton,Premier League,1,1596
Alex Iwobi,Arsenal,1602,2020,24,Everton,Premier League,1,1542
Alex Iwobi,Arsenal,1602,2021,25,Everton,Premier League,1,2035
Alex Iwobi,Arsenal,1602,2022,26,Everton,Premier League,1,1602
Aaron Ramsey,Arsenal,578,2007,16,Cardiff City,Championship,2,1016
Aaron Ramsey,Arsenal,578,2008,17,Arsenal,Premier League,1,230
Aaron Ramsey,Arsenal,578,2009,18,Arsenal,Premier League,1,786
Aaron Ramsey,Arsenal,578,2010,19,Cardiff City,Championship,2,540
Aaron Ramsey,Arsenal,578,2010,19,Nott'ham Forest,Championship,2,233
Aaron Ramsey,Arsenal,578,2010,19,Arsenal,Premier League,1,354
Aaron Ramsey,Arsenal,578,2011,20,Arsenal,Premier League,1,2463
Aaron Ramsey,Arsenal,578,2012,21,Arsenal,Premier League,1,2097
Aaron Ramsey,Arsenal,578,2013,22,Arsenal,Premier League,1,1761
Aaron Ramsey,Arsenal,578,2014,23,Arsenal,Premier League,1,2007
Aaron Ramsey,Arsenal,578,2015,24,Arsenal,Premier League,1,2623
Aaron Ramsey,Arsenal,578,2016,25,Arsenal,Premier League,1,1236
Aaron Ramsey,Arsenal,578,2017,26,Arsenal,Premier League,1,1846
Aaron Ramsey,Arsenal,578,2018,27,Arsenal,Premier League,1,1331
Aaron Ramsey,Arsenal,578,2019,28,Juventus,Serie A,1,1051
Aaron Ramsey,Arsenal,578,2020,29,Juventus,Serie A,1,1089
Aaron Ramsey,Arsenal,578,2021,30,Juventus,Serie A,1,99
Aaron Ramsey,Arsenal,578,2021,30,Rangers,Premiership,1,361
Aaron Ramsey,Arsenal,578,2022,31,Nice,Ligue 1,1,578
Alexis Sánchez,Arsenal,1027,2008,19,Udinese,Serie A,1,1715
Alexis Sánchez,Arsenal,1027,2009,20,Udinese,Serie A,1,2292
Alexis Sánchez,Arsenal,1027,2010,21,Udinese,Serie A,1,2382
Alexis Sánchez,Arsenal,1027,2011,22,Barcelona,La Liga,1,1666
Alexis Sánchez,Arsenal,1027,2012,23,Barcelona,La Liga,1,1706
Alexis Sánchez,Arsenal,1027,2013,24,Barcelona,La Liga,1,2369
Alexis Sánchez,Arsenal,1027,2014,25,Arsenal,Premier League,1,2942
Alexis Sánchez,Arsenal,1027,2015,26,Arsenal,Premier League,1,2436
Alexis Sánchez,Arsenal,1027,2016,27,Arsenal,Premier League,1,3217
Alexis Sánchez,Arsenal,1027,2017,28,Arsenal,Premier League,1,1503
Alexis Sánchez,Arsenal,1027,2017,28,Manchester Utd,Premier League,1,1043
Alexis Sánchez,Arsenal,1027,2018,29,Manchester Utd,Premier League,1,880
Alexis Sánchez,Arsenal,1027,2019,30,Inter,Serie A,1,923
Alexis Sánchez,Arsenal,1027,2020,31,Inter,Serie A,1,1146
Alexis Sánchez,Arsenal,1027,2021,32,Inter,Serie A,1,881
Alexis Sánchez,Arsenal,1027,2022,33,Marseille,Ligue 1,1,1027
Danny Welbeck,Arsenal,996,2008,17,Manchester Utd,Premier League,1,118
Danny Welbeck,Arsenal,996,2009,18,Manchester Utd,Premier League,1,141
Danny Welbeck,Arsenal,996,2009,18,Preston,Championship,2,702
Danny Welbeck,Arsenal,996,2010,19,Sunderland,Premier League,1,1756
Danny Welbeck,Arsenal,996,2011,20,Manchester Utd,Premier League,1,2012
Danny Welbeck,Arsenal,996,2012,21,Manchester Utd,Premier League,1,1301
Danny Welbeck,Arsenal,996,2013,22,Manchester Utd,Premier League,1,1460
Danny Welbeck,Arsenal,996,2014,23,Manchester Utd,Premier League,1,46
Danny Welbeck,Arsenal,996,2014,23,Arsenal,Premier League,1,1663
Danny Welbeck,Arsenal,996,2015,24,Arsenal,Premier League,1,575
Danny Welbeck,Arsenal,996,2016,25,Arsenal,Premier League,1,748
Danny Welbeck,Arsenal,996,2017,26,Arsenal,Premier League,1,1194
Danny Welbeck,Arsenal,996,2018,27,Arsenal,Premier League,1,153
Danny Welbeck,Arsenal,996,2019,28,Watford,Premier League,1,822
Danny Welbeck,Arsenal,996,2020,29,Brighton,Premier League,1,1545
Danny Welbeck,Arsenal,996,2021,30,Brighton,Premier League,1,1478
Danny Welbeck,Arsenal,996,2022,31,Brighton,Premier League,1,996
Jack Wilshere,Arsenal,702,2008,16,Arsenal,Premier League,1,7
Jack Wilshere,Arsenal,702,2009,17,Bolton,Premier League,1,1084
Jack Wilshere,Arsenal,702,2009,17,Arsenal,Premier League,1,1
Jack Wilshere,Arsenal,702,2010,18,Arsenal,Premier League,1,2639
Jack Wilshere,Arsenal,702,2012,20,Arsenal,Premier League,1,1696
Jack Wilshere,Arsenal,702,2013,21,Arsenal,Premier League,1,1719
Jack Wilshere,Arsenal,702,2014,22,Arsenal,Premier League,1,729
Jack Wilshere,Arsenal,702,2015,23,Arsenal,Premier League,1,142
Jack Wilshere,Arsenal,702,2016,24,Bournemouth,Premier League,1,1910
Jack Wilshere,Arsenal,702,2016,24,Arsenal,Premier League,1,39
Jack Wilshere,Arsenal,702,2017,25,Arsenal,Premier League,1,1193
Jack Wilshere,Arsenal,702,2018,26,West Ham,Premier League,1,392
Jack Wilshere,Arsenal,702,2019,27,West Ham,Premier League,1,215
Jack Wilshere,Arsenal,702,2020,28,Bournemouth,Championship,2,702
Jack Wilshere,Arsenal,702,2021,29,AGF,Superliga,1,702
Pierre-Emerick Aubameyang,Arsenal,395,2009,20,Lille,Ligue 1,1,502
Pierre-Emerick Aubameyang,Arsenal,395,2010,21,Monaco,Ligue 1,1,1437
Pierre-Emerick Aubameyang,Arsenal,395,2010,21,Saint-Étienne,Ligue 1,1,776
Pierre-Emerick Aubameyang,Arsenal,395,2011,22,Saint-Étienne,Ligue 1,1,3141
Pierre-Emerick Aubameyang,Arsenal,395,2012,23,Saint-Étienne,Ligue 1,1,3209
Pierre-Emerick Aubameyang,Arsenal,395,2013,24,Dortmund,Bundesliga,1,1955
Pierre-Emerick Aubameyang,Arsenal,395,2014,25,Dortmund,Bundesliga,1,2714
Pierre-Emerick Aubameyang,Arsenal,395,2015,26,Dortmund,Bundesliga,1,2467
Pierre-Emerick Aubameyang,Arsenal,395,2016,27,Dortmund,Bundesliga,1,2779
Pierre-Emerick Aubameyang,Arsenal,395,2017,28,Dortmund,Bundesliga,1,1416
Pierre-Emerick Aubameyang,Arsenal,395,2017,28,Arsenal,Premier League,1,1057
Pierre-Emerick Aubameyang,Arsenal,395,2018,29,Arsenal,Premier League,1,2726
Pierre-Emerick Aubameyang,Arsenal,395,2019,30,Arsenal,Premier League,1,3136
Pierre-Emerick Aubameyang,Arsenal,395,2020,31,Arsenal,Premier League,1,2332
Pierre-Emerick Aubameyang,Arsenal,395,2021,32,Arsenal,Premier League,1,1037
Pierre-Emerick Aubameyang,Arsenal,395,2021,32,Barcelona,La Liga,1,1082
Pierre-Emerick Aubameyang,Arsenal,395,2022,33,Barcelona,La Liga,1,9
Pierre-Emerick Aubameyang,Arsenal,395,2022,33,Chelsea,Premier League,1,395
Mohamed Elneny,Arsenal,113,2012,20,Basel,Swiss Super League,1,740
Mohamed Elneny,Arsenal,113,2013,21,Basel,Swiss Super League,1,2200
Mohamed Elneny,Arsenal,113,2014,22,Basel,Swiss Super League,1,1780
Mohamed Elneny,Arsenal,113,2015,23,Basel,Swiss Super League,1,1029
Mohamed Elneny,Arsenal,113,2015,23,Arsenal,Premier League,1,792
Mohamed Elneny,Arsenal,113,2016,24,Arsenal,Premier League,1,694
Mohamed Elneny,Arsenal,113,2017,25,Arsenal,Premier League,1,867
Mohamed Elneny,Arsenal,113,2018,26,Arsenal,Premier League,1,380
Mohamed Elneny,Arsenal,113,2019,27,Beşiktaş,Süper Lig,1,2384
Mohamed Elneny,Arsenal,113,2020,28,Arsenal,Premier League,1,1544
Mohamed Elneny,Arsenal,113,2021,29,Arsenal,Premier League,1,806
Mohamed Elneny,Arsenal,113,2022,30,Arsenal,Premier League,1,113
Calum Chambers,Arsenal,110,2013,18,Southampton,Premier League,1,1641
Calum Chambers,Arsenal,110,2014,19,Arsenal,Premier League,1,1573
Calum Chambers,Arsenal,110,2015,20,Arsenal,Premier League,1,322
Calum Chambers,Arsenal,110,2016,21,Middlesbrough,Premier League,1,2160
Calum Chambers,Arsenal,110,2016,21,Arsenal,Premier League,1,90
Calum Chambers,Arsenal,110,2017,22,Arsenal,Premier League,1,866
Calum Chambers,Arsenal,110,2018,23,Fulham,Premier League,1,2588
Calum Chambers,Arsenal,110,2019,24,Arsenal,Premier League,1,1102
Calum Chambers,Arsenal,110,2020,25,Arsenal,Premier League,1,753
Calum Chambers,Arsenal,110,2021,26,Arsenal,Premier League,1,170
Calum Chambers,Arsenal,110,2021,26,Aston Villa,Premier League,1,831
Calum Chambers,Arsenal,110,2022,27,Aston Villa,Premier League,1,110
Rob Holding,Arsenal,18,2014,18,Bury,League Two,4,12
Rob Holding,Arsenal,18,2015,19,Bolton,Championship,2,2236
Rob Holding,Arsenal,18,2016,20,Arsenal,Premier League,1,810
Rob Holding,Arsenal,18,2017,21,Arsenal,Premier League,1,822
Rob Holding,Arsenal,18,2018,22,Arsenal,Premier League,1,807
Rob Holding,Arsenal,18,2019,23,Arsenal,Premier League,1,581
Rob Holding,Arsenal,18,2020,24,Arsenal,Premier League,1,2558
Rob Holding,Arsenal,18,2021,25,Arsenal,Premier League,1,845
Rob Holding,Arsenal,18,2022,26,Arsenal,Premier League,1,18
Henrikh Mkhitaryan,Arsenal,837,2009,20,Met Donetsk,Premier League,1,2544
Henrikh Mkhitaryan,Arsenal,837,2010,21,Met Donetsk,Premier League,1,720
Henrikh Mkhitaryan,Arsenal,837,2010,21,Shakhtar,Premier League,1,1161
Henrikh Mkhitaryan,Arsenal,837,2011,22,Shakhtar,Premier League,1,1985
Henrikh Mkhitaryan,Arsenal,837,2012,23,Shakhtar,Premier League,1,2507
Henrikh Mkhitaryan,Arsenal,837,2013,24,Dortmund,Bundesliga,1,2435
Henrikh Mkhitaryan,Arsenal,837,2014,25,Dortmund,Bundesliga,1,1921
Henrikh Mkhitaryan,Arsenal,837,2015,26,Dortmund,Bundesliga,1,2571
Henrikh Mkhitaryan,Arsenal,837,2016,27,Manchester Utd,Premier League,1,1348
Henrikh Mkhitaryan,Arsenal,837,2017,28,Manchester Utd,Premier League,1,922
Henrikh Mkhitaryan,Arsenal,837,2017,28,Arsenal,Premier League,1,794
Henrikh Mkhitaryan,Arsenal,837,2018,29,Arsenal,Premier League,1,1641
Henrikh Mkhitaryan,Arsenal,837,2019,30,Arsenal,Premier League,1,112
Henrikh Mkhitaryan,Arsenal,837,2019,30,Roma,Serie A,1,1530
Henrikh Mkhitaryan,Arsenal,837,2020,31,Roma,Serie A,1,2745
Henrikh Mkhitaryan,Arsenal,837,2021,32,Roma,Serie A,1,2495
Henrikh Mkhitaryan,Arsenal,837,2022,33,Inter,Serie A,1,837
Ainsley Maitland-Niles,Arsenal,538,2014,16,Arsenal,Premier League,1,1
Ainsley Maitland-Niles,Arsenal,538,2015,17,Ipswich Town,Championship,2,1669
Ainsley Maitland-Niles,Arsenal,538,2016,18,Arsenal,Premier League,1,2
Ainsley Maitland-Niles,Arsenal,538,2017,19,Arsenal,Premier League,1,914
Ainsley Maitland-Niles,Arsenal,538,2018,20,Arsenal,Premier League,1,987
Ainsley Maitland-Niles,Arsenal,538,2019,21,Arsenal,Premier League,1,1386
Ainsley Maitland-Niles,Arsenal,538,2020,22,West Brom,Premier League,1,1230
Ainsley Maitland-Niles,Arsenal,538,2020,22,Arsenal,Premier League,1,490
Ainsley Maitland-Niles,Arsenal,538,2021,23,Arsenal,Premier League,1,268
Ainsley Maitland-Niles,Arsenal,538,2021,23,Roma,Serie A,1,487
Ainsley Maitland-Niles,Arsenal,538,2022,24,Southampton,Premier League,1,538
David Ospina,Arsenal,1080,2008,19,Nice,Ligue 1,1,2250
David Ospina,Arsenal,1080,2009,20,Nice,Ligue 1,1,3274
David Ospina,Arsenal,1080,2010,21,Nice,Ligue 1,1,3088
David Ospina,Arsenal,1080,2011,22,Nice,Ligue 1,1,3262
David Ospina,Arsenal,1080,2012,23,Nice,Ligue 1,1,2297
David Ospina,Arsenal,1080,2013,24,Nice,Ligue 1,1,2570
David Ospina,Arsenal,1080,2014,25,Arsenal,Premier League,1,1620
David Ospina,Arsenal,1080,2015,26,Arsenal,Premier League,1,360
David Ospina,Arsenal,1080,2016,27,Arsenal,Premier League,1,143
David Ospina,Arsenal,1080,2017,28,Arsenal,Premier League,1,381
David Ospina,Arsenal,1080,2018,29,Napoli,Serie A,1,1457
David Ospina,Arsenal,1080,2019,30,Napoli,Serie A,1,1469
David Ospina,Arsenal,1080,2020,31,Napoli,Serie A,1,1440
David Ospina,Arsenal,1080,2021,32,Napoli,Serie A,1,2790
David Ospina,Arsenal,1080,2022,33,Al-Nassr,Pro League,1,1080
Per Mertesacker,Arsenal,366,2003,18,Hannover 96,Bundesliga,1,1116
Per Mertesacker,Arsenal,366,2004,19,Hannover 96,Bundesliga,1,2783
Per Mertesacker,Arsenal,366,2005,20,Hannover 96,Bundesliga,1,2700
Per Mertesacker,Arsenal,366,2006,21,Werder Bremen,Bundesliga,1,2166
Per Mertesacker,Arsenal,366,2007,22,Werder Bremen,Bundesliga,1,2834
Per Mertesacker,Arsenal,366,2008,23,Werder Bremen,Bundesliga,1,2029
Per Mertesacker,Arsenal,366,2009,24,Werder Bremen,Bundesliga,1,2970
Per Mertesacker,Arsenal,366,2010,25,Werder Bremen,Bundesliga,1,2700
Per Mertesacker,Arsenal,366,2011,26,Werder Bremen,Bundesliga,1,360
Per Mertesacker,Arsenal,366,2011,26,Arsenal,Premier League,1,1826
Per Mertesacker,Arsenal,366,2012,27,Arsenal,Premier League,1,3029
Per Mertesacker,Arsenal,366,2013,28,Arsenal,Premier League,1,3150
Per Mertesacker,Arsenal,366,2014,29,Arsenal,Premier League,1,3150
Per Mertesacker,Arsenal,366,2015,30,Arsenal,Premier League,1,2048
Per Mertesacker,Arsenal,366,2016,31,Arsenal,Premier League,1,38
Per Mertesacker,Arsenal,366,2017,32,Arsenal,Premier League,1,366
Alex Oxlade-Chamberlain,Arsenal,241,2009,15,Southampton,League One,3,14
Alex Oxlade-Chamberlain,Arsenal,241,2010,16,Southampton,League One,3,2300
Alex Oxlade-Chamberlain,Arsenal,241,2011,17,Arsenal,Premier League,1,551
Alex Oxlade-Chamberlain,Arsenal,241,2012,18,Arsenal,Premier League,1,1063
Alex Oxlade-Chamberlain,Arsenal,241,2013,19,Arsenal,Premier League,1,529
Alex Oxlade-Chamberlain,Arsenal,241,2014,20,Arsenal,Premier League,1,1490
Alex Oxlade-Chamberlain,Arsenal,241,2015,21,Arsenal,Premier League,1,926
Alex Oxlade-Chamberlain,Arsenal,241,2016,22,Arsenal,Premier League,1,1628
Alex Oxlade-Chamberlain,Arsenal,241,2017,23,Arsenal,Premier League,1,241
Alex Oxlade-Chamberlain,Arsenal,241,2017,23,Liverpool,Premier League,1,1493
Alex Oxlade-Chamberlain,Arsenal,241,2018,24,Liverpool,Premier League,1,21
Alex Oxlade-Chamberlain,Arsenal,241,2019,25,Liverpool,Premier League,1,1485
Alex Oxlade-Chamberlain,Arsenal,241,2020,26,Liverpool,Premier League,1,253
Alex Oxlade-Chamberlain,Arsenal,241,2021,27,Liverpool,Premier League,1,785
Alex Oxlade-Chamberlain,Arsenal,241,2022,28,Liverpool,Premier League,1,241
Konstantinos Mavropanos,Arsenal,1147,2016,18,PAS Giannina,Super League,1,147
Konstantinos Mavropanos,Arsenal,1147,2017,19,PAS Giannina,Super League,1,1260
Konstantinos Mavropanos,Arsenal,1147,2017,19,Arsenal,Premier League,1,195
Konstantinos Mavropanos,Arsenal,1147,2018,20,Arsenal,Premier League,1,148
Konstantinos Mavropanos,Arsenal,1147,2019,21,Arsenal,Premier League,1,0
Konstantinos Mavropanos,Arsenal,1147,2019,21,Nürnberg,2. Bundesliga,2,867
Konstantinos Mavropanos,Arsenal,1147,2020,22,Stuttgart,Bundesliga,1,1463
Konstantinos Mavropanos,Arsenal,1147,2021,23,Stuttgart,Bundesliga,1,2705
Konstantinos Mavropanos,Arsenal,1147,2022,24,Stuttgart,Bundesliga,1,1147
Reiss Nelson,Arsenal,65,2017,17,Arsenal,Premier League,1,145
Reiss Nelson,Arsenal,65,2018,18,Hoffenheim,Bundesliga,1,643
Reiss Nelson,Arsenal,65,2019,19,Arsenal,Premier League,1,631
Reiss Nelson,Arsenal,65,2020,20,Arsenal,Premier League,1,71
Reiss Nelson,Arsenal,65,2021,21,Feyenoord,Eredivisie,1,910
Reiss Nelson,Arsenal,65,2021,21,Arsenal,Premier League,1,20
Reiss Nelson,Arsenal,65,2022,22,Arsenal,Premier League,1,65
Olivier Giroud,Arsenal,935,2009,22,Tours,Ligue 2,2,3319
Olivier Giroud,Arsenal,935,2010,23,Montpellier,Ligue 1,1,2909
Olivier Giroud,Arsenal,935,2011,24,Montpellier,Ligue 1,1,3196
Olivier Giroud,Arsenal,935,2012,25,Arsenal,Premier League,1,2333
